-1.151509e+01,7.341739e-03
-1.101444e+01,-3.458261e-03
-1.051378e+01,-4.858261e-03
-1.001312e+01,-3.658261e-03
-9.512467e+00,-3.658261e-03
-9.011811e+00,-4.582609e-04
-8.511155e+00,1.834174e-02
-8.010499e+00,1.834174e-02
-7.509843e+00,3.574174e-02
-7.009186e+00,7.141739e-03
-6.508530e+00,2.914174e-02
-6.007874e+00,1.814174e-02
-5.507218e+00,1.754174e-02
-5.006562e+00,1.714174e-02
-4.505906e+00,3.034174e-02
-4.005249e+00,2.974174e-02
-3.504593e+00,2.734174e-02
-3.003937e+00,3.634174e-02
-2.503281e+00,2.734174e-02
-2.002625e+00,2.574174e-02
-1.501969e+00,1.914174e-02
-1.001312e+00,3.334174e-02
-5.006562e-01,3.194174e-02
-1.421085e-14,3.174174e-02
5.006562e-01,3.914174e-02
1.001312e+00,4.434174e-02
1.501969e+00,3.514174e-02
2.002625e+00,7.534174e-02
2.503281e+00,1.245142e+00
3.003937e+00,5.513742e+00
3.504593e+00,1.378094e+01
4.005249e+00,2.546294e+01
4.505906e+00,3.911734e+01
5.006562e+00,5.383614e+01
5.507218e+00,6.840974e+01
6.007874e+00,8.040394e+01
6.508530e+00,9.045634e+01
7.009186e+00,9.783474e+01
7.509843e+00,1.024907e+02
8.010499e+00,1.054039e+02
8.511155e+00,1.065957e+02
9.011811e+00,1.062295e+02
9.512467e+00,1.045849e+02
1.001312e+01,1.018469e+02
1.051378e+01,9.828494e+01
1.101444e+01,9.413094e+01
1.151509e+01,9.014354e+01
1.201575e+01,8.644854e+01
1.251640e+01,8.223174e+01
1.301706e+01,7.768294e+01
1.351772e+01,7.297874e+01
1.401837e+01,6.841554e+01
1.451903e+01,6.432974e+01
1.501969e+01,6.039434e+01
1.552034e+01,5.636434e+01
1.602100e+01,5.241014e+01
1.652165e+01,4.850414e+01
1.702231e+01,4.469414e+01
1.752297e+01,4.096714e+01
1.802362e+01,3.743654e+01
1.852428e+01,3.420474e+01
1.902493e+01,3.115394e+01
1.952559e+01,2.830474e+01
2.002625e+01,2.560814e+01
2.052690e+01,2.309134e+01
2.102756e+01,2.076214e+01
2.152822e+01,1.859514e+01
2.202887e+01,1.658074e+01
2.252953e+01,1.474594e+01
2.303018e+01,1.303714e+01
2.353084e+01,1.144914e+01
2.403150e+01,9.996742e+00
2.453215e+01,8.653942e+00
2.503281e+01,7.434342e+00
2.553346e+01,6.298942e+00
2.603412e+01,5.273142e+00
2.653478e+01,4.334342e+00
2.703543e+01,3.477942e+00
2.753609e+01,2.711542e+00
2.803675e+01,1.995742e+00
2.853740e+01,1.346942e+00
2.903806e+01,7.515417e-01
2.953871e+01,2.023417e-01
3.003937e+01,-3.056583e-01
3.054003e+01,-7.598583e-01
3.104068e+01,-1.175058e+00
3.154134e+01,-1.527258e+00
3.204199e+01,-1.862458e+00
3.254265e+01,-2.178258e+00
3.304331e+01,-2.448458e+00
3.354396e+01,-2.711658e+00
3.404462e+01,-2.929458e+00
3.454528e+01,-3.121658e+00
3.504593e+01,-3.299258e+00
3.554659e+01,-3.465058e+00
3.604724e+01,-3.619258e+00
3.654790e+01,-3.745258e+00
3.704856e+01,-3.860058e+00
3.754921e+01,-3.958858e+00
3.804987e+01,-4.050058e+00
3.855052e+01,-4.139458e+00
3.905118e+01,-4.231458e+00
3.955184e+01,-4.300258e+00
4.005249e+01,-4.366058e+00
4.055315e+01,-4.435858e+00
4.105381e+01,-4.480258e+00
4.155446e+01,-4.508258e+00
4.205512e+01,-4.558658e+00
4.255577e+01,-4.579058e+00
4.305643e+01,-4.614458e+00
4.355709e+01,-4.649458e+00
4.405774e+01,-4.671258e+00
4.455840e+01,-4.687858e+00
4.505906e+01,-4.710658e+00
4.555971e+01,-4.738058e+00
4.606037e+01,-4.746258e+00
4.656102e+01,-4.771058e+00
4.706168e+01,-4.784458e+00
4.756234e+01,-4.817858e+00
4.806299e+01,-4.825258e+00
4.856365e+01,-4.852258e+00
4.906430e+01,-4.874058e+00
4.956496e+01,-4.889658e+00
5.006562e+01,-4.892258e+00
5.056627e+01,-4.908658e+00
5.106693e+01,-4.916458e+00
5.156759e+01,-4.935458e+00
5.206824e+01,-4.929458e+00
5.256890e+01,-4.941058e+00
5.306955e+01,-4.920458e+00
5.357021e+01,-4.933458e+00
5.407087e+01,-4.915458e+00
5.457152e+01,-4.904458e+00
5.507218e+01,-4.899058e+00
5.557283e+01,-4.900658e+00
5.607349e+01,-4.875258e+00
5.657415e+01,-4.863458e+00
5.707480e+01,-4.839858e+00
5.757546e+01,-4.819458e+00
5.807612e+01,-4.800058e+00
5.857677e+01,-4.782258e+00
5.907743e+01,-4.767858e+00
5.957808e+01,-4.762458e+00
6.007874e+01,-4.734058e+00
6.057940e+01,-4.723658e+00
